#group,false,false,false,true,false,false,false
#datatype,string,long,dateTime:RFC3339,string,long,double,string
#default,_result,,,,,,
,result,table,_time,condition,serial_number,temperature,timestamp
,,0,2025-05-06T02:38:52.208454Z,living room,115,24.69,00:09:36
,,0,2025-05-06T02:38:57.209258Z,living room,116,24.71,00:09:41
,,0,2025-05-06T02:39:02.208769Z,living room,117,24.73,00:09:46
,,0,2025-05-06T02:39:07.208368Z,living room,118,24.71,00:09:51
,,0,2025-05-06T02:39:12.208843Z,living room,119,24.71,00:09:56
,,0,2025-05-06T02:39:17.209022Z,living room,120,24.71,00:10:01
,,0,2025-05-06T02:39:22.21181Z,living room,121,24.75,00:10:06
,,0,2025-05-06T02:39:27.213627Z,living room,122,24.73,00:10:11
,,0,2025-05-06T02:39:32.210465Z,living room,123,24.71,00:10:16
,,0,2025-05-06T02:39:37.209045Z,living room,124,24.73,00:10:21
,,0,2025-05-06T02:39:42.208525Z,living room,125,24.75,00:10:26
,,0,2025-05-06T02:39:47.208323Z,living room,126,24.75,00:10:31
,,0,2025-05-06T02:39:52.213815Z,living room,127,24.73,00:10:36
,,0,2025-05-06T02:39:57.207562Z,living room,128,24.73,00:10:41
,,0,2025-05-06T02:40:02.20822Z,living room,129,24.79,00:10:46
,,0,2025-05-06T02:40:07.207671Z,living room,130,24.73,00:10:51
,,0,2025-05-06T02:40:12.208043Z,living room,131,24.75,00:10:56
,,0,2025-05-06T02:40:17.22048Z,living room,132,24.75,00:11:01
,,0,2025-05-06T02:40:22.210608Z,living room,133,24.73,00:11:06
,,0,2025-05-06T02:40:27.207796Z,living room,134,24.75,00:11:11
,,0,2025-05-06T02:40:32.212349Z,living room,135,24.75,00:11:16
,,0,2025-05-06T02:40:37.208081Z,living room,136,24.73,00:11:21
,,0,2025-05-06T02:40:42.207307Z,living room,137,24.75,00:11:26
,,0,2025-05-06T02:40:47.213344Z,living room,138,24.75,00:11:31
,,0,2025-05-06T02:40:52.212457Z,living room,139,24.73,00:11:36
,,0,2025-05-06T02:40:57.212974Z,living room,140,24.75,00:11:41
,,0,2025-05-06T02:41:02.207725Z,living room,141,24.75,00:11:46
,,0,2025-05-06T02:41:07.212197Z,living room,142,24.75,00:11:51
,,0,2025-05-06T02:41:12.212322Z,living room,143,24.75,00:11:56
,,0,2025-05-06T02:41:17.209536Z,living room,144,24.75,00:12:01
,,0,2025-05-06T02:41:22.20764Z,living room,145,24.75,00:12:06
,,0,2025-05-06T02:41:27.213802Z,living room,146,24.75,00:12:11
,,0,2025-05-06T02:41:32.222079Z,living room,147,24.81,00:12:16
,,0,2025-05-06T02:41:37.207712Z,living room,148,24.75,00:12:21
,,0,2025-05-06T02:41:42.207256Z,living room,149,24.75,00:12:26
,,0,2025-05-06T02:41:47.217939Z,living room,150,24.81,00:12:31
,,0,2025-05-06T02:41:52.21328Z,living room,151,24.81,00:12:36
,,0,2025-05-06T02:41:57.21387Z,living room,152,24.79,00:12:41
,,0,2025-05-06T02:42:02.21778Z,living room,153,24.79,00:12:46
,,0,2025-05-06T02:42:07.2237Z,living room,154,24.79,00:12:51
,,0,2025-05-06T02:42:12.20753Z,living room,155,24.79,00:12:56
,,0,2025-05-06T02:42:17.217682Z,living room,156,24.79,00:13:01
,,0,2025-05-06T02:42:22.21391Z,living room,157,24.75,00:13:06
,,0,2025-05-06T02:42:27.217252Z,living room,158,24.79,00:13:11
,,0,2025-05-06T02:42:32.212853Z,living room,159,24.75,00:13:16
,,0,2025-05-06T02:42:37.217684Z,living room,160,24.79,00:13:21
,,0,2025-05-06T02:42:42.212097Z,living room,161,24.75,00:13:26
,,0,2025-05-06T02:42:47.217733Z,living room,162,24.75,00:13:31
,,0,2025-05-06T02:42:52.220743Z,living room,163,24.79,00:13:36
,,0,2025-05-06T02:42:57.216748Z,living room,164,24.75,00:13:41
,,0,2025-05-06T02:43:02.21663Z,living room,165,24.75,00:13:46
,,0,2025-05-06T02:43:07.217339Z,living room,166,24.75,00:13:51
,,0,2025-05-06T02:43:12.216412Z,living room,167,24.79,00:13:56
,,0,2025-05-06T02:43:17.217149Z,living room,168,24.75,00:14:01
,,0,2025-05-06T02:43:22.218329Z,living room,169,24.73,00:14:06
,,0,2025-05-06T02:43:27.217111Z,living room,170,24.79,00:14:11
,,0,2025-05-06T02:43:32.211315Z,living room,171,24.81,00:14:16
,,0,2025-05-06T02:43:37.224224Z,living room,172,24.81,00:14:21
,,0,2025-05-06T02:43:42.211411Z,living room,173,24.79,00:14:26
,,0,2025-05-06T02:43:47.215778Z,living room,174,24.81,00:14:31
,,0,2025-05-06T02:43:52.211105Z,living room,175,24.79,00:14:36
,,0,2025-05-06T02:43:57.210988Z,living room,176,24.83,00:14:41
,,0,2025-05-06T02:44:02.210795Z,living room,177,24.81,00:14:46
,,0,2025-05-06T02:44:07.22051Z,living room,178,24.83,00:14:51
,,0,2025-05-06T02:44:12.215503Z,living room,179,24.81,00:14:56
,,0,2025-05-06T02:44:17.212144Z,living room,180,24.83,00:15:01
,,0,2025-05-06T02:44:22.213448Z,living room,181,24.85,00:15:06
,,0,2025-05-06T02:44:27.220158Z,living room,182,24.85,00:15:11
,,0,2025-05-06T02:44:32.211851Z,living room,183,24.83,00:15:16
,,0,2025-05-06T02:44:37.216604Z,living room,184,24.83,00:15:21
,,0,2025-05-06T02:44:42.219926Z,living room,185,24.85,00:15:26
,,0,2025-05-06T02:44:47.218718Z,living room,186,24.83,00:15:31
,,0,2025-05-06T02:44:52.210821Z,living room,187,24.83,00:15:36
,,0,2025-05-06T02:44:57.216577Z,living room,188,24.83,00:15:41
,,0,2025-05-06T02:45:02.220565Z,living room,189,24.85,00:15:46
,,0,2025-05-06T02:45:07.229018Z,living room,190,24.85,00:15:51
,,0,2025-05-06T02:45:12.248831Z,living room,191,24.85,00:15:56
,,0,2025-05-06T02:45:17.236168Z,living room,192,24.87,00:16:01
,,0,2025-05-06T02:45:22.213308Z,living room,193,24.83,00:16:06
,,0,2025-05-06T02:45:27.215339Z,living room,194,24.83,00:16:11
,,0,2025-05-06T02:45:32.214572Z,living room,195,24.83,00:16:16
,,0,2025-05-06T02:45:37.220655Z,living room,196,24.83,00:16:21
,,0,2025-05-06T02:45:42.215727Z,living room,197,24.83,00:16:26
,,0,2025-05-06T02:45:47.22036Z,living room,198,24.85,00:16:31
,,0,2025-05-06T02:45:52.214598Z,living room,199,24.83,00:16:36
,,0,2025-05-06T02:45:57.21547Z,living room,200,24.83,00:16:41
,,0,2025-05-06T02:46:02.220417Z,living room,201,24.83,00:16:46
,,0,2025-05-06T02:46:07.220322Z,living room,202,24.83,00:16:51
,,0,2025-05-06T02:46:12.215323Z,living room,203,24.83,00:16:56
,,0,2025-05-06T02:46:17.219169Z,living room,204,24.81,00:17:01
,,0,2025-05-06T02:46:22.211626Z,living room,205,24.83,00:17:06
,,0,2025-05-06T02:46:27.211163Z,living room,206,24.85,00:17:11
,,0,2025-05-06T02:46:32.21996Z,living room,207,24.85,00:17:16
,,0,2025-05-06T02:46:37.214593Z,living room,208,24.83,00:17:21
,,0,2025-05-06T02:46:42.222179Z,living room,209,24.85,00:17:26
,,0,2025-05-06T02:46:47.220027Z,living room,210,24.87,00:17:31
,,0,2025-05-06T02:46:52.214485Z,living room,211,24.85,00:17:36
,,0,2025-05-06T02:46:57.214561Z,living room,212,24.83,00:17:41
,,0,2025-05-06T02:47:02.214546Z,living room,213,24.85,00:17:46
,,0,2025-05-06T02:47:07.219286Z,living room,214,24.85,00:17:51
,,0,2025-05-06T02:47:12.215144Z,living room,215,24.89,00:17:56
,,0,2025-05-06T02:47:17.219117Z,living room,216,24.85,00:18:01
,,0,2025-05-06T02:47:22.216432Z,living room,217,24.89,00:18:06
